$Flow file for segment 31
To the right of the sum of flows are individual flows starting with QWD then QSTR
JDAY,QWD(m3s-1),
   325.507,   12.620,           12.600,
   325.604,   12.620,           12.600,
   325.701,   12.620,           12.600,
   325.806,   12.620,           12.600,
   325.903,   12.620,           12.600,
   326.007,   12.620,           12.600,
   326.104,   12.620,           12.600,
   326.201,   12.620,           12.600,
   326.306,   12.620,           12.600,
   326.403,   12.620,           12.600,
   326.507,   12.620,           12.600,
   326.604,   12.620,           12.600,
   326.701,   12.620,           12.600,
   326.806,   12.620,           12.600,
   326.903,   12.620,           12.600,
   327.007,   12.620,           12.600,
   327.104,   12.620,           12.600,
   327.201,   12.620,           12.600,
   327.306,   12.620,           12.600,
   327.403,   12.620,           12.600,
   327.507,   12.620,           12.600,
   327.604,   12.620,           12.600,
   327.701,   12.620,           12.600,
   327.806,   12.620,           12.600,
   327.903,   12.620,           12.600,
   328.007,   12.620,           12.600,
   328.104,   12.620,           12.600,
   328.201,   12.620,           12.600,
   328.306,   12.620,           12.600,
   328.403,   12.620,           12.600,
   328.507,   12.620,           12.600,
   328.604,   12.620,           12.600,
   328.701,   12.620,           12.600,
   328.806,   12.620,           12.600,
   328.903,   12.620,           12.600,
   329.007,   12.620,           12.600,
   329.104,   12.620,           12.600,
   329.201,   12.620,           12.600,
   329.306,   12.620,           12.600,
   329.403,   12.620,           12.600,
   329.507,   12.620,           12.600,
   329.604,   12.620,           12.600,
   329.701,   12.620,           12.600,
   329.806,   12.620,           12.600,
   329.903,   12.620,           12.600,
   330.007,   12.620,           12.600,
   330.104,   12.620,           12.600,
   330.201,   12.620,           12.600,
   330.306,   12.620,           12.600,
   330.403,   12.620,           12.600,
   330.507,   12.620,           12.600,
   330.604,   12.620,           12.600,
   330.701,   12.620,           12.600,
   330.806,   12.620,           12.600,
   330.903,   12.620,           12.600,
   331.007,   12.620,           12.600,
   331.104,   12.620,           12.600,
   331.201,   12.620,           12.600,
   331.306,   12.620,           12.600,
   331.403,   12.620,           12.600,
   331.507,   12.620,           12.600,
   331.604,   12.620,           12.600,
   331.701,   12.620,           12.600,
   331.806,   12.620,           12.600,
   331.903,   12.620,           12.600,
   332.007,   12.620,           12.600,
   332.104,   12.620,           12.600,
   332.201,   12.620,           12.600,
   332.306,   12.620,           12.600,
   332.403,   12.620,           12.600,
   332.507,   12.620,           12.600,
   332.604,   12.620,           12.600,
   332.701,   12.620,           12.600,
   332.806,   12.620,           12.600,
   332.903,   12.620,           12.600,
   333.007,   12.620,           12.600,
   333.104,   12.620,           12.600,
   333.201,   12.620,           12.600,
   333.306,   12.620,           12.600,
   333.403,   12.620,           12.600,
   333.507,   12.620,           12.600,
   333.604,   12.620,           12.600,
   333.701,   12.620,           12.600,
   333.806,   12.620,           12.600,
   333.903,   12.620,           12.600,
   334.007,   12.620,           12.600,
   334.104,   12.620,           12.600,
   334.201,   12.620,           12.600,
   334.306,   12.620,           12.600,
   334.403,   12.620,           12.600,
   334.507,   12.620,           12.600,
   334.604,   12.620,           12.600,
   334.701,   12.620,           12.600,
   334.806,   12.620,           12.600,
   334.903,   12.620,           12.600,
   335.007,   12.620,           12.600,
   335.104,   12.620,           12.600,
   335.201,   12.620,           12.600,
   335.306,   12.620,           12.600,
   335.403,   12.620,           12.600,
   335.507,   12.620,           12.600,
   335.604,   12.620,           12.600,
   335.701,   12.620,           12.600,
   335.806,   12.620,           12.600,
   335.903,   12.620,           12.600,
   336.007,   12.620,           12.600,
   336.104,   12.620,           12.600,
   336.201,   12.620,           12.600,
   336.306,   12.620,           12.600,
   336.403,   12.620,           12.600,
   336.507,   12.620,           12.600,
   336.604,   12.620,           12.600,
   336.701,   12.620,           12.600,
   336.806,   12.620,           12.600,
   336.903,   12.620,           12.600,
   337.007,   12.620,           12.600,
   337.104,   12.620,           12.600,
   337.201,   12.620,           12.600,
   337.306,   12.620,           12.600,
   337.403,   12.620,           12.600,
   337.507,   12.620,           12.600,
   337.604,   12.620,           12.600,
   337.701,   12.620,           12.600,
   337.806,   12.620,           12.600,
   337.903,   12.620,           12.600,
   338.007,   12.620,           12.600,
   338.104,   12.620,           12.600,
   338.201,   12.620,           12.600,
   338.306,   12.620,           12.600,
   338.403,   12.620,           12.600,
   338.507,   12.620,           12.600,
   338.604,   12.620,           12.600,
   338.701,   12.620,           12.600,
   338.806,   12.620,           12.600,
   338.903,   12.620,           12.600,
   339.007,   12.620,           12.600,
   339.104,   12.620,           12.600,
   339.201,   12.620,           12.600,
   339.306,   12.620,           12.600,
   339.403,   12.620,           12.600,
   339.507,   12.620,           12.600,
   339.604,   12.620,           12.600,
   339.701,   12.620,           12.600,
   339.806,   12.620,           12.600,
   339.903,   12.620,           12.600,
   340.007,   12.620,           12.600,
   340.104,   12.620,           12.600,
   340.201,   12.620,           12.600,
   340.306,   12.620,           12.600,
   340.403,   12.620,           12.600,
   340.507,   12.620,           12.600,
   340.604,   12.620,           12.600,
   340.701,   12.620,           12.600,
   340.806,   12.620,           12.600,
   340.903,   12.620,           12.600,
   341.007,   12.620,           12.600,
   341.104,   12.620,           12.600,
   341.201,   12.620,           12.600,
   341.306,   12.620,           12.600,
   341.403,   12.620,           12.600,
   341.507,   12.620,           12.600,
   341.604,   12.620,           12.600,
   341.701,   12.620,           12.600,
   341.806,   12.620,           12.600,
   341.903,   12.620,           12.600,
   342.007,   12.620,           12.600,
   342.104,   12.620,           12.600,
   342.201,   12.620,           12.600,
   342.306,   12.620,           12.600,
   342.403,   12.620,           12.600,
   342.507,   12.620,           12.600,
   342.604,   12.620,           12.600,
   342.701,   12.620,           12.600,
   342.806,   12.620,           12.600,
   342.903,   12.620,           12.600,
   343.007,   12.620,           12.600,
   343.104,   12.620,           12.600,
   343.201,   12.620,           12.600,
   343.306,   12.620,           12.600,
   343.403,   12.620,           12.600,
   343.507,   12.620,           12.600,
   343.604,   12.620,           12.600,
   343.701,   12.620,           12.600,
   343.806,   12.620,           12.600,
   343.903,   12.620,           12.600,
   344.007,   12.620,           12.600,
   344.104,   12.620,           12.600,
   344.201,   12.620,           12.600,
   344.306,   12.620,           12.600,
   344.403,   12.620,           12.600,
   344.507,   12.620,           12.600,
   344.604,   12.620,           12.600,
   344.701,   12.620,           12.600,
   344.806,   12.620,           12.600,
   344.903,   12.620,           12.600,
   345.007,   12.620,           12.600,
   345.104,   12.620,           12.600,
   345.201,   12.620,           12.600,
   345.306,   12.620,           12.600,
   345.403,   12.620,           12.600,
   345.507,   12.620,           12.600,
   345.604,   12.620,           12.600,
   345.701,   12.620,           12.600,
   345.806,   12.620,           12.600,
   345.903,   12.620,           12.600,
   346.007,   12.620,           12.600,
   346.104,   12.620,           12.600,
   346.201,   12.620,           12.600,
   346.306,   12.620,           12.600,
   346.403,   12.620,           12.600,
   346.507,   12.620,           12.600,
   346.604,   12.620,           12.600,
   346.701,   12.620,           12.600,
   346.806,   12.620,           12.600,
   346.903,   12.620,           12.600,
   347.007,   12.620,           12.600,
   347.104,   12.620,           12.600,
   347.201,   12.620,           12.600,
   347.306,   12.620,           12.600,
   347.403,   12.620,           12.600,
   347.507,   12.620,           12.600,
   347.604,   12.620,           12.600,
   347.701,   12.620,           12.600,
   347.806,   12.620,           12.600,
   347.903,   12.620,           12.600,
   348.007,   12.620,           12.600,
   348.104,   12.620,           12.600,
   348.201,   12.620,           12.600,
   348.306,   12.620,           12.600,
   348.403,   12.620,           12.600,
   348.507,   12.620,           12.600,
   348.604,   12.620,           12.600,
   348.701,   12.620,           12.600,
   348.806,   12.620,           12.600,
   348.903,   12.620,           12.600,
   349.007,   12.620,           12.600,
   349.104,   12.620,           12.600,
   349.201,   12.620,           12.600,
   349.306,   12.620,           12.600,
   349.403,   12.620,           12.600,
   349.507,   12.620,           12.600,
   349.604,   12.620,           12.600,
   349.701,   12.620,           12.600,
   349.806,   12.620,           12.600,
   349.903,   12.620,           12.600,
   350.007,   12.620,           12.600,
   350.104,   12.620,           12.600,
   350.201,   12.620,           12.600,
   350.306,   12.620,           12.600,
   350.403,   12.620,           12.600,
   350.507,   12.620,           12.600,
   350.604,   12.620,           12.600,
   350.701,   12.620,           12.600,
   350.806,   12.620,           12.600,
   350.903,   12.620,           12.600,
   351.007,   12.620,           12.600,
   351.104,   12.620,           12.600,
   351.201,   12.620,           12.600,
   351.306,   12.620,           12.600,
   351.403,   12.620,           12.600,
   351.507,   12.620,           12.600,
   351.604,   12.620,           12.600,
   351.701,   12.620,           12.600,
   351.806,   12.620,           12.600,
   351.903,   12.620,           12.600,
   352.007,   12.620,           12.600,
   352.104,   12.620,           12.600,
   352.201,   12.620,           12.600,
   352.306,   12.620,           12.600,
   352.403,   12.620,           12.600,
   352.507,   12.620,           12.600,
   352.604,   12.620,           12.600,
   352.701,   12.620,           12.600,
   352.806,   12.620,           12.600,
   352.903,   12.620,           12.600,
   353.007,   12.620,           12.600,
   353.104,   12.620,           12.600,
   353.201,   12.620,           12.600,
   353.306,   12.620,           12.600,
   353.403,   12.620,           12.600,
   353.507,   12.620,           12.600,
   353.604,   12.620,           12.600,
   353.701,   12.620,           12.600,
   353.806,   12.620,           12.600,
   353.903,   12.620,           12.600,
   354.007,   12.620,           12.600,
   354.104,   12.620,           12.600,
   354.201,   12.620,           12.600,
   354.306,   12.620,           12.600,
   354.403,   12.620,           12.600,
   354.507,   12.620,           12.600,
   354.604,   12.620,           12.600,
   354.701,   12.620,           12.600,
   354.806,   12.620,           12.600,
   354.903,   12.620,           12.600,
   355.007,   12.620,           12.600,
   355.104,   12.620,           12.600,
   355.201,   12.620,           12.600,
   355.306,   12.620,           12.600,
   355.403,   12.620,           12.600,
   355.507,   12.620,           12.600,
   355.604,   12.620,           12.600,
   355.701,   12.620,           12.600,
   355.806,   12.620,           12.600,
   355.903,   12.620,           12.600,
   356.007,   12.620,           12.600,
   356.104,   12.620,           12.600,
   356.201,   12.620,           12.600,
   356.306,   12.620,           12.600,
   356.403,   12.620,           12.600,
   356.507,   12.620,           12.600,
   356.604,   12.620,           12.600,
   356.701,   12.620,           12.600,
   356.806,   12.620,           12.600,
   356.903,   12.620,           12.600,
   357.007,   12.620,           12.600,
   357.104,   12.620,           12.600,
   357.201,   12.620,           12.600,
   357.306,   12.620,           12.600,
   357.403,   12.620,           12.600,
   357.507,   12.620,           12.600,
   357.604,   12.620,           12.600,
   357.701,   12.620,           12.600,
   357.806,   12.620,           12.600,
   357.903,   12.620,           12.600,
   358.007,   12.620,           12.600,
   358.104,   12.620,           12.600,
   358.201,   12.620,           12.600,
   358.306,   12.620,           12.600,
   358.403,   12.620,           12.600,
   358.507,   12.620,           12.600,
   358.604,   12.620,           12.600,
   358.701,   12.620,           12.600,
